head,URL,Cuisines,PhoneNumber,AverageCost
The Indian Dhaba,https://www.zomato.com/bangalore/the-indian-dhaba-marathahalli-bangalore,"North Indian, Chinese, Beverages",9.18E+11,200
Hyderabad Biryani Station,https://www.zomato.com/bangalore/hyderabad-biryani-station-bellandur-bangalore,"Biryani, South Indian, Mughlai",9.19E+11,200
Sri Lakshmi Bhavan,https://www.zomato.com/bangalore/sri-lakshmi-bhavan-2-marathahalli-bangalore,"Chinese, South Indian",9.20E+11,250
Wow Kolkata,https://www.zomato.com/bangalore/wow-kolkata-marathahalli-bangalore,"Bengali, Biryani, North Indian, Chinese",9.20E+11,200
Punjabi Food Joint,https://www.zomato.com/bangalore/punjabi-food-joint-kr-puram-bangalore,"North Indian, Chinese, Biryani",9.18E+11,300
New Surya Sweets & Snacks,https://www.zomato.com/bangalore/new-surya-sweets-snacks-marathahalli-bangalore,"Mithai, Street Food",9.19E+11,50
Nellore Vaari Andhra Bhojanam And Biryanis,https://www.zomato.com/bangalore/nellore-vaari-andhra-bhojanam-and-biryanis-1-bellandur-bangalore,"Biryani, South Indian",9.20E+11,400
Flamingos Restaurant,https://www.zomato.com/bangalore/flamingos-restaurant-marathahalli-bangalore,"North Indian, Chinese, Mughlai, Beverages, Biryani",9.20E+11,500
The Biryani Grand,https://www.zomato.com/bangalore/the-biryani-grand-brookefield-bangalore,"Hyderabadi, North Indian, Biryani",9.20E+11,350
Radha Krishna Chinese Fast Food,https://www.zomato.com/bangalore/radha-krishna-chinese-fast-food-marathahalli-bangalore,"Chinese, Rolls",9.18E+11,250
Spicy Corner ,https://www.zomato.com/bangalore/spicy-corner-kaggadasapura-bangalore,"Biryani, Chinese, North Indian",9.20E+11,250
Vegan Vogue,https://www.zomato.com/bangalore/vegan-vogue-indiranagar-bangalore,"Continental, Desserts, Beverages",9.20E+11,1000
Lucknowee,https://www.zomato.com/bangalore/lucknowee-thippasandra-bangalore,"Awadhi, Kebab, Lucknowi, Mughlai, Rolls, Biryani, North Indian",9.18E+11,300
Kota's Juice Bar,https://www.zomato.com/bangalore/kotas-juice-bar-1-marathahalli-bangalore,"Beverages, Sandwich, Fast Food",9.19E+11,200
Sri Shreshta Udupi,https://www.zomato.com/bangalore/sri-shreshta-udupi-bellandur-bangalore,"North Indian, South Indian, Chinese, Street Food, Beverages, Ice Cream, Fast Food",9.17E+11,350
Dadaboudi Express,https://www.zomato.com/bangalore/dadaboudi-express-marathahalli-bangalore,"Bengali, Rolls",9.19E+11,150
Keshari Sweets & Snacks,https://www.zomato.com/bangalore/keshari-sweets-snacks-whitefield-bangalore,"Mithai, Street Food",9.18E+11,50
Chole Bhatura And Parathas,https://www.zomato.com/bangalore/chole-bhatura-and-parathas-whitefield-bangalore,North Indian,9.18E+11,250
Sri Ganesh Darshini,https://www.zomato.com/bangalore/sri-ganesh-darshini-1-airport-road-bangalore,"South Indian, Street Food, Chinese, Beverages, Juices",9.19E+11,200
Binge Food Factory,https://www.zomato.com/bangalore/binge-food-factory-bellandur-bangalore,"Continental, North Indian, South Indian, Fast Food",9.19E+11,150
Mega Biryani,https://www.zomato.com/bangalore/mega-biryani-2-whitefield-bangalore,Biryani,9.18E+11,100
Momo I am,https://www.zomato.com/bangalore/momo-i-am-bellandur-bangalore,"Momos, Tibetan",9.19E+11,300
Chainaama,https://www.zomato.com/bangalore/chainaama-whitefield-bangalore,"Tea, Beverages",9.19E+11,100
Veg Khana,https://www.zomato.com/bangalore/veg-khana-marathahalli-bangalore,"North Indian, Chinese",9.19E+11,150
The Punjabi,https://www.zomato.com/bangalore/the-punjabi-bellandur,"North Indian, Chinese",9.20E+11,150
INOX,https://www.zomato.com/bangalore/inox-brookefield-bangalore,"Fast Food, Street Food",9.20E+11,250
Meghans Kitchen,https://www.zomato.com/bangalore/meghans-kitchen-bellandur-bangalore,"North Indian, Chinese, Mughlai",9.18E+11,500
Infinity Family Restaurant,https://www.zomato.com/bangalore/infinity-family-restaurant-kaggadasapura-bangalore,"North Indian, Chinese, Seafood, Biryani",9.20E+11,350
Pot Dum Biryani,https://www.zomato.com/bangalore/pot-dum-biryani-3-marathahalli-bangalore,"Biryani, Kebab",9.18E+11,600
Noodle Bar,https://www.zomato.com/bangalore/noodle-bar-whitefield,"Chinese, Seafood, Thai, Momos, Beverages",9.18E+11,1400
Kobe Sizzlers,https://www.zomato.com/bangalore/kobe-sizzlers-indiranagar,"American, Continental, Fast Food, Steak, Beverages, Shake",9.20E+11,1500
Kolkata Restaurant,https://www.zomato.com/bangalore/kolkata-restaurant-marathahalli-bangalore,"North Indian, Biryani",9.20E+11,150
Bawarchi Biryanis,https://www.zomato.com/bangalore/bawarchi-biryanis-marathahalli-bangalore,"Biryani, Desserts, Beverages",9.18E+11,250
Spicy Dragon Noodle,https://www.zomato.com/bangalore/spicy-dragon-noodle-marathahalli-bangalore,"Chinese, Seafood, Fast Food",9.18E+11,300
Ambur Hot Dum Biriyani,https://www.zomato.com/bangalore/ambur-hot-dum-biriyani-marathahalli-bangalore,"Biryani, Kerala",9.18E+11,250
Khanna's,https://www.zomato.com/bangalore/khannas-brookefield-bangalore,North Indian,9.20E+11,400
Burger King,https://www.zomato.com/bangalore/burger-king-hsr-bangalore,"Burger, Fast Food, Beverages, Desserts",9.18E+11,400
Five Star Chicken,https://www.zomato.com/bangalore/five-star-chicken-2-whitefield-bangalore,"Wraps, Burger, Rolls, Fast Food, Street Food",9.19E+11,400
Ghee and Turmeric,https://www.zomato.com/bangalore/ghee-and-turmeric-1-brookefield-bangalore,North Indian,9.20E+11,350
Pizza @99,https://www.zomato.com/bangalore/pizza-@99-kadubeesanahalli-bangalore,"Pizza, Fast Food",9.17E+11,150
The Brooklyn Creamery - Low Cal Ice Cream,https://www.zomato.com/bangalore/the-brooklyn-creamery-low-cal-ice-cream-kaggadasapura-bangalore,Ice Cream,9.20E+11,200
Swiss Cream ,https://www.zomato.com/bangalore/swiss-cream-marathahalli-bangalore,"Ice Cream, Beverages, Desserts, Shake, Waffle",9.20E+11,250
Davanagere Benne Dose,https://www.zomato.com/bangalore/davanagere-benne-dose-hsr-bangalore,"South Indian, Desserts",9.20E+11,150
Andhra Tiffins & Meals,https://www.zomato.com/bangalore/andhra-tiffins-meals-marathahalli-bangalore,"Andhra, South Indian",9.18E+11,50
Pizzarea,https://www.zomato.com/bangalore/pizzarea-marathahalli-bangalore,"Pizza, Fast Food",9.17E+11,200
Namma Madurai,https://www.zomato.com/bangalore/namma-madurai-marathahalli-bangalore,South Indian,9.18E+11,200
The Mylapore Cafe,https://www.zomato.com/bangalore/the-mylapore-cafe-hsr,"South Indian, Beverages",9.18E+11,200
Poha On Wheels,https://www.zomato.com/bangalore/poha-on-wheels-marathahalli-bangalore,Street Food,9.18E+11,100
Gavran Misal,https://www.zomato.com/bangalore/gavran-misal-1-hsr-bangalore,Maharashtrian,9.20E+11,250
More Bites Multicuisine Kitchen,https://www.zomato.com/bangalore/more-bites-multicuisine-kitchen-marathahalli-bangalore,"North Indian, Chinese",9.19E+11,100
Biryani And Pulao Collection By ITC Hotels,https://www.zomato.com/bangalore/biryani-and-pulao-collection-by-itc-hotels-whitefield-bangalore,"Biryani, Hyderabadi",9.18E+11,550
Mahura,https://www.zomato.com/bangalore/mahura-kadubeesanahalli-bangalore,Odia,9.19E+11,100
Food Vibes,https://www.zomato.com/bangalore/food-vibes-2-marathahalli-bangalore,"British, Fast Food, Street Food, Sandwich, Beverages",9.17E+11,400
Tea Time,https://www.zomato.com/bangalore/tea-time-brookefield-bangalore,"Tea, Shake",9.20E+11,150
Ongole Tiffin Centre,https://www.zomato.com/bangalore/ongole-tiffin-centre-marathahalli-bangalore,South Indian,9.19E+11,50
Hokart - Mane Oota,https://www.zomato.com/bangalore/hokart-mane-oota-marathahalli-bangalore,South Indian,9.20E+11,100
Mantra Donne Biryani,https://www.zomato.com/bangalore/mantra-donne-biryani-hsr-bangalore,"Biryani, South Indian",9.18E+11,200
Kozhikoden Flavours,https://www.zomato.com/bangalore/kozhikoden-flavours-kaggadasapura-bangalore,Kerala,9.19E+11,400
SV Idli House,https://www.zomato.com/bangalore/sv-idli-house-kaggadasapura-bangalore,South Indian,9.20E+11,50
Letoh,https://www.zomato.com/bangalore/letoh-marathahalli-bangalore,South Indian,9.20E+11,50
Jitu Bhai Dahibara Sweets & Savouries,https://www.zomato.com/bangalore/jitu-bhai-dahibara-sweets-savouries-marathahalli-bangalore,"Odia, Desserts",9.20E+11,300
Andhra Tea Point,https://www.zomato.com/bangalore/andhra-tea-point-marathahalli-bangalore,"Beverages, Juices, Coffee, Sandwich",9.19E+11,200
Euphoria Bakers,https://www.zomato.com/bangalore/euphoria-bakers-marathahalli-bangalore,Desserts,9.16E+11,400
Waffle Head,https://www.zomato.com/bangalore/waffle-head-hsr-bangalore,"Desserts, Waffle",9.20E+11,100
Burger For Breakfast,https://www.zomato.com/bangalore/burger-for-breakfast-marathahalli-bangalore,"Fast Food, Beverages",9.19E+11,250
Madhuri's Kitchen MK,https://www.zomato.com/bangalore/madhuris-kitchen-mk-marathahalli-bangalore,South Indian,9.17E+11,50
Deccan Biryani House,https://www.zomato.com/bangalore/deccan-biryani-house-hsr-bangalore,Biryani,9.20E+11,150
Waffle's,https://www.zomato.com/bangalore/waffles-marathahalli-bangalore,"Desserts, Beverages",9.18E+11,200
Andrila's,https://www.zomato.com/bangalore/andrilas-kaggadasapura-bangalore,"Fast Food, American, Beverages, Shake",9.20E+11,100
R R Noodles Express,https://www.zomato.com/bangalore/r-r-noodles-express-marathahalli-bangalore,Chinese,9.18E+11,150
Bangarpet Chats,https://www.zomato.com/bangalore/bangarpet-chats-1-hsr,Street Food,9.19E+11,150
M.M Restaurant,https://www.zomato.com/bangalore/m-m-restaurant-hsr,"North Indian, Biryani, Rolls, Chinese, Odia",9.17E+11,400
The Moong Zone,https://www.zomato.com/bangalore/the-moong-zone-hsr-bangalore,"South Indian, Fast Food",9.17E+11,250
New Dillibite,https://www.zomato.com/bangalore/new-dillibite-ulsoor-bangalore,"North Indian, Chinese",9.17E+11,100
Udupi Brahmins Signature,https://www.zomato.com/bangalore/udupi-brahmins-signature-marathahalli-bangalore,South Indian,9.19E+11,100
Vaigai Vilas,https://www.zomato.com/bangalore/vaigai-vilas-btm-bangalore,"South Indian, Biryani, Chinese, Beverages",9.18E+11,550
Siro's Grillhouse,https://www.zomato.com/bangalore/siros-grillhouse-hsr-bangalore,"Fast Food, Lebanese, Biryani, Italian, Beverages",9.20E+11,600
Sandwich@59,https://www.zomato.com/bangalore/sandwich@59-marathahalli-bangalore,"Fast Food, Burger",9.20E+11,100
Master Dum Biryani,https://www.zomato.com/bangalore/master-dum-biryani-bommanahalli-bangalore,"Biryani, South Indian, Andhra, Chinese, North Indian, Kebab, Hyderabadi",9.18E+11,200
Aaaoji Khaoji Dosa,https://www.zomato.com/bangalore/aaaoji-khaoji-dosa-kaggadasapura-bangalore,"South Indian, Chinese, Street Food",9.19E+11,250
New Naati Cafe,https://www.zomato.com/bangalore/new-naati-cafe-bommanahalli-bangalore,"Biryani, Chinese, South Indian, Kebab",9.17E+11,300
So-Bur,https://www.zomato.com/bangalore/so-bur-jeevan-bhima-nagar-bangalore,"Burger, Fast Food, American, Shake",9.19E+11,250
Puchkas,https://www.zomato.com/bangalore/puchkas-koramangala-7th-block-bangalore,"North Indian, Fast Food, Chinese, Street Food, Desserts",9.18E+11,100
Shawarma House,https://www.zomato.com/bangalore/shawarma-house-brookefield-bangalore,Lebanese,9.18E+11,150
Idlyappam,https://www.zomato.com/bangalore/idlyappam-marathahalli-bangalore,South Indian,9.20E+11,100
VV Biryanis,https://www.zomato.com/bangalore/vv-biryanis-btm-bangalore,"Biryani, Andhra, Chettinad, Chinese, South Indian, Tamil, Beverages",9.18E+11,150
Colombo Idli House,https://www.zomato.com/bangalore/colombo-idli-house-hsr-bangalore,South Indian,9.20E+11,100
Maa Tea,https://www.zomato.com/bangalore/maa-tea-marathahalli-bangalore,"Cafe, Sandwich",9.16E+11,350
Burger Man,https://www.zomato.com/bangalore/burger-man-yelahanka-bangalore,"Burger, Fast Food, Sandwich",9.17E+11,300
Budget Saapadu,https://www.zomato.com/bangalore/budget-saapadu-btm-bangalore,"Biryani, South Indian",9.18E+11,250
New Pizza Pie,https://www.zomato.com/bangalore/new-pizza-pie-marathahalli-bangalore,Pizza,9.17E+11,200
SLV Food Corner,https://www.zomato.com/bangalore/slv-food-corner-marathahalli-bangalore,South Indian,9.19E+11,50
Gowthami 99 Varieties Dosa Camp,https://www.zomato.com/bangalore/gowthami-99-varieties-dosa-camp-marathahalli-bangalore,South Indian,9.20E+11,100
Delhi Dhaba 1996,https://www.zomato.com/bangalore/delhi-dhaba-1996-brookefield-bangalore,"North Indian, Chinese",9.17E+11,250
The Shawarma Man,https://www.zomato.com/bangalore/the-shawarma-man-marathahalli-bangalore,"Lebanese, Fast Food, Beverages, Shake",9.18E+11,100
Biryani Destination,https://www.zomato.com/bangalore/biryani-destination-brookefield-bangalore,"Biryani, Chinese",9.17E+11,250
IFDS Dosa Corner,https://www.zomato.com/bangalore/ifds-dosa-corner-2-kaggadasapura-bangalore,"South Indian, North Indian, Chinese",9.19E+11,100
Kheer Bahaar,https://www.zomato.com/bangalore/kheer-bahaar-kaggadasapura-bangalore,Desserts,9.20E+11,150
Knight Bite,https://www.zomato.com/bangalore/knight-bite-marathahalli-bangalore,"American, Burger, Beverages, Shake",9.20E+11,250
Shawarma Hub,https://www.zomato.com/bangalore/shawarma-hub-marathahalli-bangalore,"Lebanese, Kebab, Beverages",9.20E+11,150
New Ghar Ka Khana,https://www.zomato.com/bangalore/new-ghar-ka-khana-marathahalli-bangalore,"North Indian, Seafood",9.19E+11,100
Desi Pizza,https://www.zomato.com/bangalore/desi-pizza-marathahalli-bangalore,Pizza,9.20E+11,200
Sri Adiga Kitchen,https://www.zomato.com/bangalore/sri-adiga-kitchen-whitefield-bangalore,South Indian,9.16E+11,100
Sri Hari Chennakesava Andhra Mess,https://www.zomato.com/bangalore/sri-hari-chennakesava-andhra-mess-marathahalli-bangalore,"South Indian, Biryani, North Indian",9.19E+11,300
Chulha Chaupati Dhaba,https://www.zomato.com/bangalore/chulha-chaupati-dhaba-brookefield-bangalore,"North Indian, Chinese",9.17E+11,200
NYSF Burgers,https://www.zomato.com/bangalore/nysf-burgers-marathahalli-bangalore,"Burger, Desserts",9.20E+11,350
So Fresh,https://www.zomato.com/bangalore/so-fresh-brookefield-bangalore,"North Indian, Fast Food, Bakery",9.19E+11,300
Rolls On Fire,https://www.zomato.com/bangalore/rolls-on-fire-marathahalli-bangalore,"Biryani, Kebab, Rolls",9.20E+11,200
Tandoori Duniya,https://www.zomato.com/bangalore/tandoori-duniya-brookefield-bangalore,"North Indian, Kebab",9.17E+11,250
Royal Spice Kitchen,https://www.zomato.com/bangalore/royal-spice-kitchen-varthur-main-road-whitefield-bangalore,"South Indian, Street Food, North Indian",9.19E+11,100
Andhra Special,https://www.zomato.com/bangalore/andhra-special-marathahalli-bangalore,"Andhra, Biryani",9.19E+11,100
S S Rao's Upahaar,https://www.zomato.com/bangalore/s-s-raos-upahaar-marathahalli-bangalore,South Indian,9.19E+11,200
Mr Momo,https://www.zomato.com/bangalore/mr-momo-2-marathahalli-bangalore,"Chinese, Momos",9.18E+11,150
Canyin Kitchen,https://www.zomato.com/bangalore/canyin-kitchen-1-marathahalli-bangalore,"South Indian, Mangalorean",9.20E+11,200
Mr Chow,https://www.zomato.com/bangalore/mr-chow-brookefield-bangalore,Chinese,9.18E+11,200
14 Districts,https://www.zomato.com/bangalore/14-districts-kadubeesanahalli-bangalore,"Kerala, South Indian",9.18E+11,150
Prajwal Chakh Le Chaat,https://www.zomato.com/bangalore/prajwal-chakh-le-chaat-marathahalli-bangalore,"Street Food, Sandwich, Desserts, Beverages, Shake",9.19E+11,100
Desi Delights,https://www.zomato.com/bangalore/desi-delights-marathahalli-bangalore,"Fast Food, North Indian, Chinese",9.20E+11,150
Hokart - Tasty Samosa Center,https://www.zomato.com/bangalore/hokart-tasty-samosa-center-kadubeesanahalli-bangalore,Street Food,9.17E+11,50
Burger Court,https://www.zomato.com/bangalore/burger-court-marathahalli-bangalore,"Burger, Shake",9.19E+11,150
Jitubhai Mutton Point,https://www.zomato.com/bangalore/jitubhai-mutton-point-marathahalli-bangalore,"North Indian, Chinese, Rolls, Fast Food",9.20E+11,400
Crossway Biryani,https://www.zomato.com/bangalore/crossway-biryani-whitefield-bangalore,"North Indian, Chinese, Biryani",9.20E+11,200
At Hyderabadi Biryani,https://www.zomato.com/bangalore/at-hyderabadi-biryani-whitefield-bangalore,"Biryani, Chinese",9.20E+11,150
Kolkata Roll,https://www.zomato.com/bangalore/kolkata-roll-kaggadasapura-bangalore,Fast Food,9.20E+11,50
Hokart - Hari Om Samosa,https://www.zomato.com/bangalore/hokart-hari-om-samosa-kadubeesanahalli-bangalore,Street Food,9.18E+11,50
Pancakes By Knight Bite,https://www.zomato.com/bangalore/pancakes-by-knight-bite-marathahalli-bangalore,Desserts,9.20E+11,250
Thalassery Restaurant,https://www.zomato.com/bangalore/thalassery-restaurant-hsr-bangalore,"Kerala, North Indian, Chinese, Kebab, Desserts, Ice Cream, Beverages, Shake",9.20E+11,150
The Parotta Combo,https://www.zomato.com/bangalore/the-parotta-combo-1-hsr-bangalore,"South Indian, Desserts",9.18E+11,150
Annapoorna Kitchen,https://www.zomato.com/bangalore/annapoorna-kitchen-brookefield-bangalore,South Indian,9.17E+11,100
Tandoori Junction,https://www.zomato.com/bangalore/tandoori-junction-marathahalli,"Biryani, North Indian, Chinese, Seafood",9.19E+11,400
LalChi,https://www.zomato.com/bangalore/lalchi-whitefield-bangalore,"North Indian, Fast Food, Asian",9.20E+11,600
Khichdi Kahani,https://www.zomato.com/bangalore/khichdi-kahani-thippasandra-bangalore,"North Indian, Desserts",9.20E+11,300
Paratha Meal Co,https://www.zomato.com/bangalore/paratha-meal-co-marathahalli-bangalore,"North Indian, Desserts",9.20E+11,300
99 Caffe,https://www.zomato.com/bangalore/99-caffe-brookefield,"South Indian, North Indian, Chinese, Shake",9.20E+11,100
Food Nation,https://www.zomato.com/bangalore/food-nation-1-kaggadasapura-bangalore,"North Indian, Momos, Chinese, Rolls",9.20E+11,300
Sichuan,https://www.zomato.com/bangalore/sichuan-hsr,"Chinese, Asian, Seafood, Momos",9.18E+11,800
Paratha Maharaj,https://www.zomato.com/bangalore/paratha-maharaj-thippasandra-bangalore,North Indian,9.20E+11,200
Badtameez Paratha,https://www.zomato.com/bangalore/badtameez-paratha-kaggadasapura-bangalore,North Indian,9.19E+11,200
Mid-Night Crunch,https://www.zomato.com/bangalore/mid-night-crunch-hosur-road-bangalore,"North Indian, Chinese, Rolls, Street Food, Fast Food",9.20E+11,150
Brahmin Home Food,https://www.zomato.com/bangalore/brahmin-home-food-indiranagar-bangalore,South Indian,9.17E+11,100
Taza Khaana,https://www.zomato.com/bangalore/taza-khaana-hosur-road-bangalore,"Chinese, North Indian, Rolls, Street Food, Fast Food",9.20E+11,150
The Aroma Fox,https://www.zomato.com/bangalore/the-aroma-fox-btm-bangalore,"North Indian, Chinese, Biryani, Fast Food, Beverages",9.20E+11,150
Night Hawks,https://www.zomato.com/bangalore/night-hawks-hosur-road-bangalore,"Biryani, Fast Food, North Indian, Chinese",9.20E+11,150
Southside Cafe,https://www.zomato.com/bangalore/southside-cafe-whitefield-bangalore,"North Indian, Kebab, Chinese, Fast Food, Mughlai",9.19E+11,1000
The Golden Bowl,https://www.zomato.com/bangalore/the-golden-bowl-thippasandra-bangalore,"North Indian, Mughlai",9.20E+11,300
